cluster_id	n_words	words
2773	2	वित्तिय वित्तीय
2774	2	तहसम्मका तहसम्मको
2775	2	जस्तासुकै जस्तोसुकै
2776	2	काव्यको काव्यमा
2777	2	युकेश योगेश
2778	2	अमरपुर अमरभुमी
2779	2	राजनीतिज्ञहरूका राजनीतिज्ञहरूको
2780	2	आँकुरा आँकुरो
2781	2	म्यान्स म्याप्स
2782	2	अत्रि अत्री
2783	2	तर्नु तिर्नु
2784	2	यात्राहरू यात्रुहरू
2785	2	अर्घाखाँचिमा अर्घाखाँचीको
2786	2	पञ्चाङ्गका पञ्चाङ्गको
2787	2	ईश ईश्
2788	2	मातृभूमिका मातृभूमिको
2789	2	पर्नुपर्ने पार्नुपर्ने
2790	2	नक्कलीको नक्सालको
2791	2	टिप्पणीहरूमा टिप्पणीहरूले
2792	2	सिमान्तकृत सीमान्तकृत
2793	2	बार्सिलोना बार्सेलोना
2794	2	शिश्वाको शिष्यको
2795	2	विद्वान विद्वान्
2796	2	जलक्षेत्र जैवक्षेत्र
2797	2	रघुवीर रणवीर
2798	2	पुनर्निर्माण पुनर्निर्मित
2799	2	घाँम घाम
2800	2	समुद्रकुमारीको समुद्रकुमारीले
2801	2	तर्कद्वारा तिनकाद्वारा
2802	2	श्रापबाट श्रेणीबाट
2803	2	हताहत हिपहप
2804	2	डाइन डाउन
2805	2	स्लिम स्लेम
2806	2	समातिन्छ समातिन्थे
2807	2	अधिकाङ्श अधिकाम्स
2808	2	अविष्कार अविस्कार
2809	2	भाषणशास्त्र भौतिकशास्त्री
2810	2	आधारशिला आधारशीला
2811	2	व्यक्तिलाई व्यङ्गलाई
2812	2	विसर्जन विसर्जित
2813	2	सामग्रीबाट सामग्रीलाई
2814	2	आयोजनाबाट आयोजनालाई
2815	2	दुईटैका दुईटैको
2816	2	नक्षत्र नक्षेत्र
2817	2	खुकुरी खुकुलो
2818	2	पुनर्स्थापन पुनर्स्थापित
2819	2	निरंकुश निरङ्कुश
2820	2	गन्धर्व गान्धर्व
2821	2	पाण्डवराज पाण्डवलाई
2822	2	तालसँग तेजसँग
2823	2	पिपलकोटको पिपलटारका
2824	2	गाईवस्तुका गाईवस्तुले
2825	2	आज्ञापत्र आत्माभित्र
2826	2	अर्जेन्टिना अर्जेन्टिनी
2827	2	ढाक्दछ ढाक्नको
2828	2	भविष्यको भविष्यमा
2829	2	सिकाइदिनुहोला सुनाइदिनुहोला
2830	2	मरेपछि मिलेपछि
2831	2	प्रयोगकर्तालाई प्रयोगकर्तासँग
2832	2	मकालु मायालु
2833	2	कठिनाइहरूका कठिनाइहरूको
2834	2	रस्टी रुष्ट
2835	2	म्यानचेष्टर म्यानचेस्टर
2836	2	धर्मदासलाई धर्मनाथलाई
2837	2	इजिप्टका इजिप्टमा
2838	2	२२९ २४९
2839	2	चिन्नेबास चिम्नीबाट
2840	2	असंख्य असङ्ख्य
2841	2	अगुवाको अदुवाको
2842	2	डुवर्सको डुवर्समा
2843	2	मछिन्द्र महेन्द्र
2844	2	रेकर्डबाट रेकर्डसँग
2845	2	कमलपित्तको कमलपित्तमा
2846	2	ओलम्पिक ओलिम्पिक
2847	2	पाकिस्तानबाट पाकिस्तानसँग
2848	2	क्यालेण्डर क्यालेन्डर
2849	2	माथिल्ला माथिल्लो
2850	2	बानेश्वरकी बानेश्वरमा
2851	2	कार्यालयहरूको कार्यालयहरूमा
2852	2	भण्डारण भन्डारण
2853	2	छापाखानामा छापाखानाले
2854	2	बहुमतलाई बहुमतसँग
2855	2	डिष्ट्रिब्युटर्स डिस्ट्रिब्युटर्स
2856	2	दृश्यहरू दृष्यहरू
2857	2	थुम्कामा थुम्कोमा
2858	2	मानार्थ माफर्त
2859	2	कल्प्यो कुल्च्यो
2860	2	विभेदयुक्त विशेषायुक्त
2861	2	ईसाइ ईसाई
2862	2	गाउँछन् गाउँछिन्
2863	2	मनस्थितिका मनस्थितिको
2864	2	धनराशि धनराशी
2865	2	तङ्जावुर तञ्जावुर
2866	2	भ्रान्त भ्रान्ति
2867	2	प्रतिष्ठानद्वारा प्रोडक्सनद्वारा
2868	2	अत्यन्त अत्यन्तै
2869	2	दरबारक्षेत्र दरवारक्षेत्र
2870	2	सम्राट सम्राट्
2871	2	चतुर्युगी चातुर्यका
2872	2	ठप ठैब
2873	2	हकहितका हकहितको
2874	2	मिक्षेन मिक्सिङ
2875	2	काव्यात्मक क्रियात्मक
2876	2	अज्ञातवासका अज्ञातवासमा
2877	2	नाफामुलक नाफामूलक
2878	2	पठाइसकेको पढाइसकेका
2879	2	हुकाम हुकुम
2880	2	महर्षि महिर्शि
2881	2	ट्रामहरू ट्रेनहरू
2882	2	पहुँचसम्मको पहुँचसम्ममा
2883	2	फन्टबाट फन्दाबाट
2884	2	कार्यहरूद्वारा कौरवहरूद्वारा
2885	2	समयअघि समय्बजि
2886	2	श्रीकृष्णलाई श्रीकृष्णसँग
2887	2	पछिल्ला पछिल्लो
2888	2	शिक्षण शिक्षित
2889	2	धर्मावलम्बीहरूका धर्मावलम्बीहरूको
2890	2	पोर्चुगलका पोर्चुगलको
2891	2	१००१ १००८
2892	2	मान्यताहरूका मान्यताहरूको
2893	2	गाउँबाटै गाउँमाथि
2894	2	एकाइ एकाई
2895	2	निबन्धकार निबन्धहरू
2896	2	टंगाल टङ्गाल
2897	2	ठोक्काएर ठोक्किएर
2898	2	दक्षिणकालीको दक्षिणतिरको
2899	2	नियन्त्रण नियन्त्रित
2900	2	हिँड्नु हिड्नु
2901	2	जनसङ्ख्यालाई जनसङ्ख्यासँग
2902	2	जीवमाथि जीववादी
2903	2	उसँग ऊसँग
2904	2	ज्येष्ठ ज्येष्ठा
2905	2	निम्बार्काचार्यको निम्बार्काचार्यले
2906	2	आइसिसि आइसिसी
2907	2	ओलिच ओलिभ
2908	2	मण्डलद्वारा मिल्टनद्वारा
2909	2	छटपटीहरूलाई छोडिजानेहरूलाई
2910	2	हाँसो हाँसौँ
2911	2	गिरावटका गिरावटले
2912	2	तन्त्रशास्त्रका तन्त्रशास्त्रमा
2913	2	फ्रान्सिस्का फ्रान्सिस्को
2914	2	अभयदान अभयराज
2915	2	इन्फरमेसन इन्फर्मेसन
2916	2	अक्याडमिमा अक्याडेमिया
2917	2	परिमाणभन्दा पहिरनभन्दा
2918	2	तानाशाह तानाशाही
2919	2	लिच्छवि लिच्छवी
2920	2	आधिपत्य आभिजात्य
2921	2	कब्जियतको कब्जियतमा
2922	2	झाल झोल
2923	2	महत्त्वपूर्ण महत्वूपर्ण
2924	2	अत्याचार अस्वीकार
2925	2	चेतावनी चेवावनी
2926	2	इन्द्रायणी इन्द्रावती
2927	2	पराक्रमबाट परीक्षणबाट
2928	2	द्वन्द द्वन्द्व
2929	2	तिब्बतीहरूको तिब्बतीहरूले
2930	2	ऐतिहासिकता औपचारिकता
2931	2	अनन्तर अलस्टर
2932	2	करोडौं कैलेडन
2933	2	नरदेव नरदेवी
2934	2	अष्ट्रिया अस्ट्रिया
2935	2	मनाइन्छ मिलाइन्छ
2936	2	एन्थनी एन्थोनी
2937	2	त्यसभन्दा त्यहाँभन्दा
2938	2	स्पन्दनको स्पेल्डिङको
2939	2	३९२ ३९४
2940	2	जनकपुरको जनकपुरमा
2941	2	वंशावलीहरूमा वंशावलीहरूले
2942	2	नोभेम्बरको नोभेम्बरमा
2943	2	संक्षिप्त सङ्क्षिप्त
2944	2	दिनुभएको दिनुभएन
2945	2	भवनहरूलाई भारदाहरूलाई
2946	2	खेलिन्छ खोलिन्छ
2947	2	हाइस्कूलबाट हाईस्कुलबाट
2948	2	लखनउमा लखनऊमा
2949	2	उत्साह उत्साही
2950	2	यम्फु याम्फे
2951	2	लाइनबाट लाइनेटेड
2952	2	मांशपेसी मांसपेशी
2953	2	नारायणको नारायणीमा
2954	2	जुलुस जुलूस
2955	2	शासनकालपछि शासनकालभर
2956	2	शुद्धोधनका शुद्धोधनको
2957	2	सच्याउनको सिध्याउनको
2958	2	सर्वसाधारणबाट सर्वसाधारणलाई
2959	2	अबाउट अमाइड
2960	2	एकिकरण एकीकरण
2961	2	कुवा कौवा
2962	2	तरेपछि तातेपछि
2963	2	ढाकिएका ढाकिएको
2964	2	गरिहाल्छ गरिहाल्न
2965	2	राजकुमारको राजकुमारले
2966	2	चुडानाथ चेतनाथ
2967	2	बिग्रिन्छन् बेग्लिन्छन्
2968	2	सिद्धदूत सिद्धपीठ
2969	2	यमुनालाई योजनालाई
2970	2	आत्मविश्वासका आत्मविश्वासको
2971	2	ढिकुरा ढुकुर
2972	2	जिल्लाभित्रका जिल्लाभित्रको
2973	2	जनआन्दोलनबाट जनआन्दोलनलाई
2974	2	उपन्यासकारका उपन्यासकारले
2975	2	ज्यामरुङमा ज्योमोलाङमा
2976	2	अपहरण अपहरित
2977	2	दर्शाउँदै दर्साउँछ
2978	2	शमशेरजस्तै शमशेरभन्दा
2979	2	प्रचारप्रसारको प्रचारप्रसारमा
2980	2	डिलन डिलेट
2981	2	जेएच जेएस
2982	2	सुर्खेतबाट स्वर्गसमान
2983	2	सगरमाथाको सतहमाथिको
2984	2	इगत इगल
2985	2	हालिन्छ हेरिन्छ
2986	2	ब्याचहरू ब्याजदर
2987	2	गणराज्यका गणराज्यको
2988	2	हप्तासम्म हुम्लासम्म
2989	2	मण्डलहरू मन्दिरहरू
2990	2	परशुरामजीले परशुरामपुर
2991	2	भू भो
2992	2	दिक्षान्त दीक्षान्त
2993	2	लिम्बु लिम्बू
2994	2	१७४ १७५
2995	2	दैत्यहरूको दैत्याकारको
2996	2	फरहान फलवान्
2997	2	भाँडाकुँडा भाँडाकुडा
2998	2	ठिक्क ठेक्का
2999	2	चुचुरामा चुचुरोको
3000	2	धनुषहरूको धनुषहरूमा
3001	2	अनुष्टुप अनुष्टुप्
3002	2	रसायनशास्त्रका रसायनशास्त्रमा
3003	2	आइएफएस आईएसएस
3004	2	खिल्ली खुल्ला
3005	2	अभद्र अभिन्न
3006	2	इन्डोनेसियन इन्डोमलायन
3007	2	भेटिरहेको भोगिरहेका
3008	2	घटाइनेछ घटाउनको
3009	2	ताइवानमा ताईवानमा
3010	2	काबाएरोको काबाएरोले
3011	2	झाडग्राम झारग्राम
3012	2	रङ्गनाथ रङ्गभेद
3013	2	यु२३५ यु२३८
3014	2	टाइ टाउ
3015	2	चुनाव चुनावी
3016	2	मापदण्डका मापदण्डको
3017	2	इन्द्रकील इन्द्रजीत
3018	2	देवगृहको देवगृहमा
3019	2	अप्रिलदेखि अस्तिनैदेखि
3020	2	शुभफलको शुभफलमा
3021	2	अनुबन्ध अरूभन्दा
3022	2	उमामहेश्वरकै उमामहेश्वरको
3023	2	एलएलबीसम्म एसएलसीसम्म
3024	2	वल्डकपको वल्डकपमा
3025	2	भूबनोट भूबनौट
3026	2	विद्यार्थि विद्यार्थी
3027	2	गवर्नरका गोवर्धनको
3028	2	नपरिरहेको नबनिसकेका
3029	2	विद्यालयबाट विद्यालयलाई
3030	2	छुवाछुतका छुवाछुतको
3031	2	ढाँचालाई ढाडलाई
3032	2	१७७७ १८७७
3033	2	अस्ट्रेलियादेखि अस्ट्रेलियालीका
3034	2	नातेदारलाई नातेदारसँग
3035	2	बहुदल बहुमत
3036	2	सूर्यपुत्र सूर्यभक्त
3037	2	झिकाई झुकाउ
3038	2	दुःखद दुःखद्
3039	2	आर्यावर्तका आर्यावर्तले
3040	2	उतिबेला उसबेला
3041	2	सहकार्य सेवाकार्य
3042	2	गृहस्थको गृहस्थीको
3043	2	छायाँग्रह छायाग्रह
3044	2	लसन लसुन
3045	2	चमकीलो चहकिला
3046	2	रक्षकहरू राक्षसहरू
3047	2	ईशापूर्व ईसापूर्व
3048	2	स्वतन्त्रता स्वतन्त्रमा
3049	2	उपप्रजातिहरू उपप्रमुखहरू
3050	2	लक्ष्मीलाई लक्ष्यलाई
3051	2	पराजुलीलाई पराजुलीसँग
3052	2	आख्यानकार आख्यानहरू
3053	2	ठाउँहरूका ठाउँहरूमा
3054	2	इन्जिनियरिङका इन्जिनियरिङमा
3055	2	इकाइहरूको इसाईहरूको
3056	2	संयुक्त सङ्युक्त
3057	2	षडयन्त्रका षड्यन्त्रमा
3058	2	उपाङ्ग उमङ्ग
3059	2	गल्तिहरू गल्तीहरू
3060	2	हुर्किएका हुर्किएको
3061	2	अभिशेक अभिषेक
3062	2	फ्ल्याग फ्ल्याट
3063	2	समाजशास्त्रीहरूका समाजशास्त्रीहरूको
3064	2	द्रौपदीका द्रौपदीको
3065	2	सत्ताइस सत्ताईस
3066	2	ट्रेकमार्गमा ट्रेडमार्कले
3067	2	लुइस लुईस
3068	2	परशुराम पर्शुराम
3069	2	पुनरीक्षणका पुनरुत्थानका
3070	2	अल्मोदोबारको अल्मोदोबारले
3071	2	परिस्थति परिस्थिति
3072	2	बन्नुहुन्छ बस्नुहुन्छ
3073	2	गरियोस गरियोस्
3074	2	कानु कुनु
3075	2	नगेन्द्रका नियन्त्रक
3076	2	निन्दाले निम्बोली
3077	2	मुसिकोट मुसीकोट
3078	2	रुबन्ध रेमन्ड
3079	2	जनजीवन जेलजीवन
3080	2	मनगढन्त मानवभन्दा
3081	2	स्टेसनहरूकै स्टेसनहरूमा
3082	2	गमाल गोपाल
3083	2	ख खै
3084	2	अन्वेषकहरूको अन्वेषकहरूले
3085	2	ग्रहहरूभन्दा ग्रहहरूमध्ये
3086	2	लाइसेन्स लाईसेन्स
3087	2	पाल्नुपर्ने पुग्नुपर्ने
3088	2	आतङ्ककारीहरूलाई आतङ्कवादीहरुलाई
3089	2	नबनाउनुहोला नहटाउनुहोला
3090	2	भकुण्डेबेसी भकुण्डेवेसी
3091	2	टाढिँदै टाढिदै
3092	2	व्यक्तिहरु व्यक्तिहरू
3093	2	दिक्सूचकका दिक्सूचकको
3094	2	हिमशिखरहरु हिमशिखरहरू
3095	2	एमके एमबी
3096	2	पुराणवाचक पुरुषवाचक
3097	2	हस्तक्षेपलाई हस्ताक्षरलाई
3098	2	रोगहरीदेखि रोगीहरूदेखि
3099	2	विमानस्थलबाट विमानस्थलसँग
3100	2	अनाथहरू अनेकहरू
3101	2	विश्वविद्यालयदेखि विश्वविद्यालयहरू
3102	2	पंचतन्त्र पञ्चतन्त्र
3103	2	खप्रङ खोप्रिङ
3104	2	क्रुज क्रूज
3105	2	अतिविस्तृत अनियन्त्रित
3106	2	उप्रेति उप्रेती
3107	2	कस्तुरीको कस्तूरबा
3108	2	पर्यन्त पर्याप्त
3109	2	गतिवादी गतिविधि
3110	2	र रौँ
3111	2	हुनुहन्थ्यो हुनुहुन्थ्यो
3112	2	छन्दश छन्दश्
3113	2	जीवनचरित जीवनसमेत
3114	2	तिब्बतबाट तिब्बतलाई
3115	2	स्कूलद्वारा स्टिलद्वारा
3116	2	युट्युबको युट्युबमा
3117	2	तारापुञ्जकै तारापुञ्जको
3118	2	बसन्तपुरबाट बसन्तपुरलाई
3119	2	उब्जायो उभ्यायो
3120	2	१९७६ १९७७
3121	2	व्यापी व्यासी
3122	2	८९४ ८९६
3123	2	अस्थिपंजर अस्थिपञ्जर
3124	2	दुष्परिणाम दुस्परिणाम
3125	2	अल्पाइन अस्ताउन
3126	2	अवलिकेतेश्वरको अवलोकेतेश्वरको
3127	2	आनुपातिक आनुमानिक
3128	2	इन्टरनेट इन्टरफेस
3129	2	एडमिन एडवीन
3130	2	ढाँचाहरू ढोकाहरू
3131	2	ध्वनिहरूका ध्वनिहरूको
3132	2	शिकारलाई सँगुरलाई
3133	2	अन्त्येष्टि अन्त्येष्टी
3134	2	अवधारणाको अवधारणामा
3135	2	कोतरिएको कौटिल्यको
3136	2	पेड्कुको पेड्कुमा
3137	2	एकतर्फ एकातर्फ
3138	2	भक्तितर्फ भक्षणार्थ
3139	2	गोरखापत्रको गोरखापत्रमा
3140	2	बसन्तीमा बुलन्दीमा
3141	2	आग आङ
3142	2	परापूर्वकालदेखि परापूर्वकालबाटै
3143	2	समयअनुसार स्वभावअनुसार
3144	2	हस्तिहरूद्वारा हिन्दूहरूद्वारा
3145	2	रणबहादुर रामबहादुर
3146	2	उपनिवेशबाट उपनिवेशलाई
3147	2	बिर्सिएका बिर्सिएको
3148	2	बृहत्तर बृहस्पति
3149	2	करिश्माकी करिश्माले
3150	2	हस्तकलाका हस्तकलाको
3151	2	नेशनल नेसनल
3152	2	आठमध्ये आमामध्ये
3153	2	खाम्पाहरूको खाम्पाहरूले
3154	2	ढुवानीका ढुवानीमा
3155	2	मानचित्रणका मानचित्रहरू
3156	2	पूर्वाञ्चलका पूर्वाञ्चलमा
3157	2	उत्तराखण्डको उत्तराखण्डमा
3158	2	क्यान्सर क्याल्डर
3159	2	आइएसम्मको आजसम्मकै
3160	2	संसारभर संसारभरि
3161	2	रेडियोकर्मी रेडियोधर्मी
3162	2	व्यक्तिगत व्यक्तिबाट
3163	2	बिजगणित बीजगणित
3164	2	भाबाङ भूभाग
3165	2	अणुव्रत अणुव्रन
3166	2	समतिताकार सहकलाकार
3167	2	बैंक्सका बैंक्सले
3168	2	शताब्दीदेखि शताब्दीपछि
3169	2	सामिप्य साहित्य
3170	2	भिङ्गृ भिङ्ग्री
3171	2	मार्गदर्शनको मार्गदर्शनमा
3172	2	स्वयंसेवी स्वयम्सेवी
3173	2	साइन्सका साउन्डको
3174	2	मोबाइल मोबाईल
3175	2	जीवनस्तरको जीवनस्तरमा
3176	2	बाँचेनन् बाँझोपन
3177	2	सालसम्मका सालसम्ममा
3178	2	आत्मनिर्णयको आत्मनिर्भरता
3179	2	सशङ्कित सुसज्जित
3180	2	नाकाबन्दी नाकावन्दी
3181	2	छालाबाट छोराबाट
3182	2	ब्रान्डका ब्रान्डको
3183	2	चापाकोट चापाकोत
3184	2	निमार्णधिन निमार्णाधिन
3185	2	सुरुवातलाई सुरूवातबाट
3186	2	दशकभन्दा दिमागभन्दा
3187	2	एप एफ
3188	2	यथार्थ यसर्थ
3189	2	चिकित्साद्वारा चोपडाद्वारा
3190	2	ल्याई ल्याए
3191	2	नेकृसु नेतृत्व
3192	2	निबन्धबाट निबन्धलाई
3193	2	गढवालका गढवालको
3194	2	भत्किएपछि भित्रिएपछि
3195	2	संस्कृतिबाट संस्कृतिलाई
3196	2	रिपोर्टिङ रिपोर्ताज
3197	2	जिल्लाहरूमध्यको जिल्लाहरूमध्येको
3198	2	डगेन्द्र डेकेन्द्र
3199	2	सुप्रसिद्द सुप्रसिद्ध
3200	2	साहित्यकार साहित्येतर
3201	2	कृयाकलाप क्रियाकलाप
3202	2	केबिनेटको केबिनेटमा
3203	2	११३ ११७
3204	2	इष्मा इस्मा
3205	2	राईहरूको राईहरूले
3206	2	चन्द्रमालाई चन्द्रमासँग
3207	2	छाड्छन् छोड्छन्
3208	2	सुखदुःखको सुखदुःखमा
3209	2	दन्त्य दिन्थ्यो
3210	2	गोपनिय गोबडिया
3211	2	बाउन बाउल
3212	2	भलुवाडीमा भलुवाहीमा
3213	2	रञ्जितद्वारा रेन्डेलद्वारा
3214	2	वर्गिकरणअनुसार वर्गीकरणअनुसार
3215	2	गोठधूप गोलधाप
3216	2	व्यहिटलेम व्यहिटलैम
3217	2	हुनसक्छ हुनसक्ने
3218	2	उत्तरपूर्वको उत्तरपूर्वमा
3219	2	पशुहरूबाट पापहरूबाट
3220	2	खण्डहरुलाई खण्डहरूलाई
3221	2	महत्त्वकाङ्क्षी महत्वाकाङ्क्षी
3222	2	पठाउनुपर्ने पढाउनुपर्छ
3223	2	संबद्धताको सम्बन्धदेखि
3224	2	हिंड्न हिंड्ने
3225	2	पुण्यप्राप्त पुनःप्राप्त
3226	2	विवादित विवाहित
3227	2	वाल्मीकि वाल्मीकी
3228	2	ग्यालेक्सीहरूका ग्यालेक्सीहरूको
3229	2	मजुवा मनुवा
3230	2	डडेलधुरा डढेलधुरा
3231	2	जसमध्येका जसमध्येको
3232	2	प्रतिक्रियाहरूका प्रतिक्रियाहरूमा
3233	2	नौकायन नौचालन
3234	2	उम्मेद्वारको उम्मेद्वारीको
3235	2	सिमाङ्कन सीमाङ्कन
3236	2	क्षेत्रसँग क्षेत्रीसँग
3237	2	पहिल्याउँछ पहिल्याउने
3238	2	भिन्नताका भिन्नताको
3239	2	मतमतान्तर मदनशम्सेर
3240	2	पन्ध्रवटा १५वटा
3241	2	राफ्टिङ राफ्टिङ्
3242	2	बर्सिए बिर्सिए
3243	2	सङ्घर्षलाई सङ्घर्षशील
3244	2	सल्ला सल्लो
3245	2	इतिहासकारले इतिहासहरूमा
3246	2	करोडपतिको करोडपतिमा
3247	2	भजनसहित भूषणसहित
3248	2	पदश्थापना पुनस्थापना
3249	2	मानवजातिका मानवजातिको
3250	2	स्थलमध्ये स्थितिमध्ये
3251	2	पर्सियाका पर्सियाको
3252	2	अपरिचित अपरिमित
3253	2	दुर्गाचार्य दुर्गातीर्थ
3254	2	छिचल्छ छिचोल्यो
3255	2	रिपब्लिक रेपुब्लिका
3256	2	बाटोघाटोको बाटोघाटोमा
3257	2	सङ्घसंस्थाबाट सङ्घसंस्थासँग
3258	2	नक्साहरूमा नक्साहरूले
3259	2	मिश्रण मिश्रित
3260	2	क्विन क्विल
3261	2	मध्यममार्गको मध्यमवर्गीय
3262	2	कटुञ्जे कटुन्जे
3263	2	विश्वप्रशिद्ध विश्वप्रसिद्ध
3264	2	गभर्नर गवर्नर
3265	2	कमलामाइका कमलामाईको
3266	2	वाजपेय वाजपेयी
3267	2	टेरेन्स टोरन्टो
3268	2	धौलागिरि धौलागिरी
3269	2	घटिरहन्छन् घुमिरहन्छन्
3270	2	ध्रुवको ध्रुवमा
3271	2	९४३ ९४६
3272	2	अरबीमा अलाबामा
3273	2	एकतालाई एकतिहाई
3274	2	खेल्नुभयो खोल्नुभयो
3275	2	विषयवस्तुगत विषयवस्तुलाई
3276	2	मूलबाटो मूलबासी
3277	2	मान्नुपर्ने मिल्नुपर्ने
3278	2	अन्त्यदेखि अन्त्यसँगै
3279	2	खिगुहाङले खिगुहोङले
3280	2	लेखिनुपर्ने ल्याउनुपर्ने
3281	2	हुँ हूँ
3282	2	झरेर झारेर
3283	2	कार्यविनायक कार्यविशेषका
3284	2	क्रियाकलापबाट क्रियाकलापलाई
3285	2	शङ्का शाङ्को
3286	2	छात्रबृत्तिको छात्रवृत्तिको
3287	2	कार्यक्रमबाट कार्यक्रमलाई
3288	2	मूलनिवासीहरूका मूलनिवासीहरूको
3289	2	नियोग निरोग
3290	2	परमार्थका परामर्शमा
3291	2	तारागुच्छ तारापुञ्ज
3292	2	खोजिरहेका खोजिरहेको
3293	2	त्रिकोणमिति त्रिगुणमयी
3294	2	विदेशबाट विनाशबाट
3295	2	पूर्वाधार पूर्वाषाढा
3296	2	बढ्नुभएकोले बन्नुभएकोमा
3297	2	उर्जा ऊर्जा
3298	2	लोकगीतहरू लोकबाजाहरू
3299	2	वर्गीकरणका वर्गीकरणमा
3300	2	पर्नु पार्नु
3301	2	न्यूनिकरण न्यूनीकरण
3302	2	गुच्चीको गुच्छाका
3303	2	शाहबंशीय शाहवंशीय
3304	2	युद्धदेखि युद्धपछि
3305	2	ड्रयु ड्र्यु
3306	2	अज्ञातवास अज्ञेयवाद
3307	2	हुर्केका हुर्केको
3308	2	आलोचकहरूबाट आलोचकहरूलाई
3309	2	किशोरावस्थाको किशोरावस्थामा
3310	2	दीर्घकालिन दीर्घकालीन
3311	2	राज्यद्वारा रेग्मीद्वारा
3312	2	विष्णुदासको विष्णुपादुका
3313	2	सिद्धिनरसिंह सिद्धिनरसिहं
3314	2	स्वादिष्ट स्वादिष्ठ
3315	2	उजागर उपागम
3316	2	बङकरहरूमा बहीखातहरूमा
3317	2	सम्प्रभुताको सम्प्रभूताको
3318	2	फागुनको फागुनमा
3319	2	नदीबाट नीतिबाट
3320	2	ग्रहलाई ग्रेगलाई
3321	2	अधुरो अपुरो
3322	2	क्षतिपूर्तिका क्षतिपूर्तिको
3323	2	अफगानिस्तानबाट अफगानिस्तानलाई
3324	2	पेशकश पेशागत
3325	2	नियमहरूलाई निवासीहरूलाई
3326	2	परिवर्तनहरूमा परिवर्तनहरूले
3327	2	पोजिसन पोबनं
3328	2	झिबी झिली
3329	2	दुर्भाग्यवश दुर्भाग्यवस
3330	2	शिल्प शिल्पी
3331	2	अपवर्तक अफेयर्सको
3332	2	विमानस्थलको विमानस्थलमा
3333	2	तिर्नलाई तीर्थराज
3334	2	शंकर शङ्कर
3335	2	टक्र्याइन् टुक्र्याउन
3336	2	यौनजनित यौनजन्य
3337	2	ओर्लिएको ओर्लिएर
3338	2	हंसपादी हंसपुर
3339	2	थप्पड थोप्पल
3340	2	दिप्रुङ दिप्लुङ
3341	2	उपत्यकाभित्र उपत्यकाभित्रै
3342	2	शीर्षकबाट शीर्षकलाई
3343	2	एकठाउँमा एकैठाउँमा
3344	2	विद्रोह विद्रोही
3345	2	एकप्रकारको एकप्रकारले
3346	2	दुर्गापुर दुर्गाहरी
3347	2	सुशासन स्वशासन
3348	2	र्इन्द्रकुमार र्इन्द्रकुमारी
3349	2	स्विट्जरल्याण्ड स्वीट्जरल्यान्ड
3350	2	चेतनाबाट चौताराबाट
3351	2	मातृभाषाको मातृभाषामा
3352	2	जिन्दगीबाट जिन्दगीलाई
3353	2	धुरकोत धुर्कोट
3354	2	अप्टिकल अफ्रिकन
3355	2	स्मृतिबिम्बहरूको स्मृतिबिम्बहरूमा
3356	2	चर्चित चर्चिल
3357	2	ढिकुरपोखरीको ढिकुरपोखरीमा
3358	2	री रे
3359	2	पाउँदैनथ्यो पाउँदैनथ्यौँ
3360	2	गहुँ गहूँ
3361	2	माइस्थान माईस्थान
3362	2	चिसापानीको चिसापानीमा
3363	2	दोहोर्याउँदै दोहोर्याउने
3364	2	खानेदेखि खामेलेक
3365	2	तन्जानिया तस्मानिया
3366	2	हेटौँडा हेटौडा
3367	2	प्रतिस्पर्धाबाट प्रतिस्पर्धालाई
3368	2	खनाललाई खरायोलाई
3369	2	देखिन्छन् दौडिन्छन्
3370	2	रामनगर रूपनगर
3371	2	प्रतिसकेन्ड प्रतिसेकेन्ड
3372	2	आतङ्कवादको आतङ्कवादीको
3373	2	गुह्यकालीको गुह्यश्वरीको
3374	2	रूपान्तरण रूपान्तरित
3375	2	ह्याङ्क्सको ह्याङ्क्सले
3376	2	फर्कनासाथ फर्किनासाथ
3377	2	रचनाहरूको रचनाहरूमा
3378	2	९०१ ९०८
3379	2	घुरेजस्तो घेरजस्तो
3380	2	मानचित्रण मानचित्रित
3381	2	बेरोजगार बेरोजगारी
3382	2	जर्गेना जर्जर
3383	2	इनेबल इरेबस
3384	2	टस टस्
3385	2	अहमदनगरका अहमदनगरमा
3386	2	बाबुआमा बुबाआमा
3387	2	उत्कृष्ट उत्कृष्ठ
3388	2	कन्ट्री केन्द्र
3389	2	त्रिभुवनको त्रिभुवनले
3390	2	रुचाइएको रूचाइएको
3391	2	होन्सु होम्स
3392	2	टेक्नोलोजि टेक्नोलोजी
3393	2	डाक्टरहरूकै डाक्टरहरूको
3394	2	बेत्रावति बेत्रावती
3395	2	१५७४ १५७५
3396	2	सिपापोखरे सुकेपोखरी
3397	2	व्युत्पत्ति व्युत्पन्न
3398	2	संखुवासभा सङ्खुवासभा
3399	2	डुप्का डुब्छ
3400	2	भिम भीम
3401	2	इँटाको ईँटको
3402	2	राजनेताहरूका राजनेताहरूले
3403	2	विन्सलेटको विन्सलेटले
3404	2	युक्तिलाई युद्धलाई
3405	2	बासस्थानको बासस्थानमा
3406	2	तन्नेरी तिन्धारे
3407	2	नदीसम्म नोकसम्म
3408	2	अब्बासिहरूलाई अब्बासीहरूलाई
3409	2	ढ्याङग्रो ढ्वाङग्रे
3410	2	ईशापूर्वसम्म ईसापूर्वसम्म
